,base,cbl1_s,3amp_s,pser__L_s,so4_s,acnam_s,gmp_s,asp__L_s,man6p_c,pi_c,leu__L_s,f6p_s,pep_s,adn_c,6pgc_s,pyr_c,arg__L_s,zn2_s,mg2_s,k_s,mn2_s,met__L_c
transcription_TU_BSU_tRNA_85,8.57304003935925e-07,2.224598877340045e-07,2.145872627652929e-07,2.218927075927072e-07,2.2245519397315152e-07,2.193269460695527e-07,2.2226177027234814e-07,2.224598877340045e-07,2.224598877340045e-07,2.2248214772032828e-07,2.2244489765824153e-07,2.224602001321341e-07,1.1888075862595958e-07,2.145888954013112e-07,2.2246020336726098e-07,3.8624942517775595e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18470,2.282752982632921e-08,6.825022779646586e-10,6.539723652099549e-10,6.800464872130948e-10,6.824742833436279e-10,6.670478131230906e-10,6.812794853037724e-10,6.825022779646586e-10,6.825022779646586e-10,6.825764639172789e-10,6.823415422322075e-10,0.0,2.8788800103871423e-10,6.539778623514673e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18670,1.1276045302609135e-09,2.3302840490393926e-10,2.6870519325736433e-10,2.316324589004531e-10,2.355753442381421e-10,2.2816040803965206e-10,2.3267584640804324e-10,2.330284049039393e-10,2.3302840490393926e-10,2.329810033486924e-10,2.3310508181338674e-10,2.33028995659468e-10,1.5178676035431578e-10,2.6871315265822065e-10,2.3302894758671633e-10,3.934364655234421e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18830,0.0,5.895805353139369e-07,5.896246521122288e-07,5.919613853870282e-07,5.895693124402788e-07,5.930251784076794e-07,5.893785752523187e-07,5.895805353139369e-07,5.895805353139369e-07,5.895779944157014e-07,5.892553329956931e-07,5.895805174089338e-07,1.3639119634182149e-07,5.896250989311357e-07,5.895805174449448e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18830,0.0,4.365837999425157e-08,4.374317803275782e-08,4.38978224943325e-08,4.3658433283628316e-08,4.435499760388246e-08,4.368324614039206e-08,4.365837999425157e-08,4.365837999425157e-08,4.3658191840989974e-08,4.3640486713700063e-08,4.365837866838787e-08,1.271530810143956e-08,4.374321118143796e-08,4.365837867105448e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7005542137091277e-40,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.191706239798282e-30,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19360,4.423224893822471e-07,4.004328593283314e-07,3.998494769977988e-07,4.000051163220479e-07,4.0043248457559817e-07,4.001451511105112e-07,4.0012450621588673e-07,4.004328593283314e-07,4.004328593283314e-07,4.0043277782123837e-07,4.002800772285596e-07,4.0043287132292345e-07,3.351684373566921e-07,3.9984979032766925e-07,4.004328711374996e-07,1.0328460994479291e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19370,4.423224893822471e-07,4.004328593283314e-07,3.998494769977988e-07,4.000051163220479e-07,4.0043248457559817e-07,4.001451511105112e-07,4.0012450621588673e-07,4.004328593283314e-07,4.004328593283314e-07,4.0043277782123837e-07,4.002800772285596e-07,4.0043287132292345e-07,3.351684373566921e-07,3.9984979032766925e-07,4.004328711374996e-07,1.0328460994479291e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19630,1.0605138212641712e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19630,2.8659728650723146e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU20020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20250,1.3031030026749498e-11,9.665827080817834e-13,9.25146537207489e-13,9.626075050988423e-13,9.665409683853345e-13,9.424445351810288e-13,9.647587763136482e-13,9.665827080817834e-13,9.665827080817834e-13,9.666908821290225e-13,9.66383725342309e-13,9.66584052987659e-13,4.011710733949875e-13,9.251544514909921e-13,9.665840669184574e-13,5.152048725680003e-14,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU20250,3.5215550907283923e-13,7.157535338719602e-14,6.863493501922608e-14,7.138366527558847e-14,7.157371235874678e-14,7.048962948249304e-14,7.150547519269829e-14,7.157535338719602e-14,7.157535338719602e-14,7.158336366463397e-14,7.157076697419598e-14,7.157545297734233e-14,3.739987577217527e-14,6.863552216549114e-14,7.157545400891656e-14,1.1732429178041551e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21810,1.9889558217108462e-11,5.535819538317239e-13,5.298505998150365e-13,5.513052726788596e-13,5.535580486423186e-13,5.397575218357842e-13,5.525373502986606e-13,5.535819538317239e-13,5.535819538317239e-13,5.536439073509869e-13,5.534679922919859e-13,5.535827240871981e-13,2.297589898659522e-13,5.29855132489259e-13,5.535827320656551e-13,2.950685105321439e-14,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21810,5.375029820974834e-13,4.099268861628295e-14,3.930865006312711e-14,4.0882904861139414e-14,4.099174876527214e-14,4.037087202939193e-14,4.0952667925744155e-14,4.099268861628295e-14,4.099268861628295e-14,4.0997276268221846e-14,4.099006188248313e-14,4.0992745653624204e-14,2.1419684140752042e-14,3.9308986333964445e-14,4.099274624442815e-14,6.719405399318432e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21870,1.427080983360017e-07,9.572861351392365e-09,9.532157677275538e-09,9.533824259356193e-09,9.572458675861588e-09,9.34980518715207e-09,9.555695133488945e-09,9.572861351392365e-09,9.572861351392365e-09,9.573251995774606e-09,8.386004931487434e-09,9.572871455699364e-09,2.1481222277665028e-09,9.53231232302183e-09,9.572871592356842e-09,2.8596556357256455e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21910,3.7205058301947076e-08,5.172509759740508e-09,5.092826328504308e-09,5.151383907331569e-09,5.198527562273135e-09,5.051765339491855e-09,5.16329120138866e-09,5.172509759740508e-09,5.172509759740508e-09,5.172828404797835e-09,5.171728555060637e-09,5.1725175324000974e-09,2.1880689956864934e-09,5.0929039826317785e-09,5.172517676993578e-09,3.014670569556401e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22360,8.679316094620197e-09,5.839881643641849e-10,5.447218784129909e-10,5.814492676647369e-10,5.839641207694377e-10,5.69131583782046e-10,5.829306300609166e-10,5.839881643641849e-10,5.839881643641849e-10,5.840864677455797e-10,5.839056994522106e-10,5.839892777322334e-10,2.422341639136284e-10,5.447288236958902e-10,5.839892810986518e-10,3.3848231219074143e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22360,2.345531375056986e-10,4.3244265481697176e-11,4.041192311142096e-11,4.311827996131581e-11,4.3243360990278313e-11,4.2567889111771285e-11,4.3205340785968216e-11,4.3244265481697176e-11,4.3244265481697176e-11,4.32515448373112e-11,4.324429070408462e-11,4.324434792649043e-11,2.2582704085512557e-11,4.0412438369297755e-11,4.324434817577338e-11,7.708039980296334e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22370,6.859233542485603e-07,2.907214227832908e-08,2.8918013653143164e-08,2.8944389316693452e-08,2.9097844853770353e-08,2.840477173466447e-08,2.9908562529543974e-08,2.907214227832908e-08,2.907214227832908e-08,2.9073919399499374e-08,2.907030569622088e-08,2.9072200074146887e-08,1.3614702331840815e-08,2.8918547344620454e-08,2.907219877477847e-08,2.362130522047179e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22370,1.8536653472864773e-08,2.1527892438959126e-09,2.1453747143231558e-09,2.146416465324574e-09,2.1547361632299742e-09,2.1245195450432425e-09,2.2167468475148583e-09,2.1527892438959126e-09,2.1527892438959126e-09,2.152920839541802e-09,2.152958519780421e-09,2.152793523670472e-09,1.2692544643782225e-09,2.1454143079209166e-09,2.15279342745237e-09,5.379127903249988e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22490,6.132333631431437e-08,4.8900067346187154e-09,4.646889761339628e-09,4.86946990878765e-09,4.88980452012611e-09,4.7691207612097606e-09,4.881140996550206e-09,4.8900067346187154e-09,4.8900067346187154e-09,4.8906453664000055e-09,4.889188152984906e-09,4.890013006483152e-09,2.0664087264143483e-09,4.6469356162164345e-09,4.890013047519207e-09,2.809247615000496e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22540,4.047583817027276e-05,3.303870997786363e-05,3.299515656971557e-05,3.300202091912642e-05,3.303804711504082e-05,3.277236866553354e-05,3.301259908573829e-05,3.303870997786363e-05,3.303870997786363e-05,3.303870172660206e-05,3.3034194185744445e-05,3.30387112084122e-05,1.8298153567677048e-05,3.299518534088626e-05,3.303871118275699e-05,5.594930905284863e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22550,4.047583817027276e-05,3.303870997786363e-05,3.299515656971557e-05,3.300202091912642e-05,3.303804711504082e-05,3.277236866553354e-05,3.301259908573829e-05,3.303870997786363e-05,3.303870997786363e-05,3.303870172660206e-05,3.3034194185744445e-05,3.30387112084122e-05,1.8298153567677048e-05,3.299518534088626e-05,3.303871118275699e-05,5.594930905284863e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22560,4.047583817027276e-05,3.303870997786363e-05,3.299515656971557e-05,3.300202091912642e-05,3.303804711504082e-05,3.277236866553354e-05,3.301259908573829e-05,3.303870997786363e-05,3.303870997786363e-05,3.303870172660206e-05,3.3034194185744445e-05,3.30387112084122e-05,1.8298153567677048e-05,3.299518534088626e-05,3.303871118275699e-05,5.594930905284863e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22600,4.120879679373365e-08,4.408411749773081e-09,4.261340437082371e-09,4.393061832459535e-09,4.408229642782754e-09,4.309654660619953e-09,4.400493535520451e-09,4.408411749773081e-09,4.408411749773081e-09,4.408805160376569e-09,4.4073586510827955e-09,4.4084157639417916e-09,1.871978300659775e-09,4.261369685028318e-09,4.408415800677036e-09,2.4372722391688985e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22610,0.0,1.4094371774365153e-09,1.3468632353698528e-09,1.404030399557381e-09,1.4093793066272695e-09,1.3761864554797249e-09,1.40691002582197e-09,1.4094371774365153e-09,1.4094371774365153e-09,1.4096099154267307e-09,1.4091597502117672e-09,1.4094387446173288e-09,5.931935737695062e-10,1.3468755129449866e-09,1.4094387444996436e-09,7.939475176077654e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22620,0.0,9.88450120608931e-10,9.445664899136887e-10,9.846583019083227e-10,9.88409535324752e-10,9.651311102587842e-10,9.866778079736578e-10,9.88450120608931e-10,9.88450120608931e-10,9.885712632110956e-10,9.882555585680312e-10,9.884512196859874e-10,4.16011631396974e-10,9.44575100280164e-10,9.884512196034536e-10,5.568020569486542e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22630,5.415591634807517e-09,6.161273476602473e-10,6.007356815957255e-10,6.142042658992248e-10,6.161018870302065e-10,6.030192146628963e-10,6.150220716868884e-10,6.161273476602473e-10,6.161273476602473e-10,6.161697608472884e-10,6.159553550188323e-10,6.16128047427193e-10,2.631446458627481e-10,6.007390551979464e-10,6.161280555087667e-10,3.36200193520402e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22640,5.415591634807517e-09,6.161273476602473e-10,6.007356815957255e-10,6.142042658992248e-10,6.161018870302065e-10,6.030192146628963e-10,6.150220716868884e-10,6.161273476602473e-10,6.161273476602473e-10,6.161697608472884e-10,6.159553550188323e-10,6.16128047427193e-10,2.631446458627481e-10,6.007390551979464e-10,6.161280555087667e-10,3.36200193520402e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22650,1.0488718086105678e-08,1.1932927167574454e-09,1.163482705753544e-09,1.1895681629490942e-09,1.1932434055484769e-09,1.1679053683538612e-09,1.1911520590281222e-09,1.1932927167574454e-09,1.1932927167574454e-09,1.1933748610533977e-09,1.1929596077547112e-09,1.19329407204025e-09,5.096488421658068e-10,1.1634892396218662e-09,1.1932940876923437e-09,6.511401317014189e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22660,9.423258220326083e-09,1.0720762356398552e-09,1.045294370693686e-09,1.0687300276472804e-09,1.0720319335381635e-09,1.0492677725300244e-09,1.0701530291641784e-09,1.0720762356398552e-09,1.0720762356398552e-09,1.0721500355938374e-09,1.0717769643540307e-09,1.0720774532509804e-09,4.5787794104033673e-10,1.04530024084177e-09,1.0720774673131106e-09,5.849963311310399e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22670,7.74724098675249e-09,8.813971515454235e-10,8.593786992265553e-10,8.786460988729671e-10,8.813607289992085e-10,8.626453932769126e-10,8.798160058646001e-10,8.813971515454235e-10,8.813971515454235e-10,8.814578254667936e-10,8.811511085401817e-10,8.813981525926828e-10,3.76439939224629e-10,8.59383525312265e-10,8.813981641537277e-10,4.80949099310726e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22700,4.397808698010457e-08,4.704663335502109e-09,4.547708619882415e-09,4.688281881752526e-09,4.7044689906611186e-09,4.5992696284638435e-09,4.696213005906895e-09,4.704663335502109e-09,4.704663335502109e-09,4.70508318386181e-09,4.703539467071011e-09,4.704667619428709e-09,1.9977779245377705e-09,4.547739833332236e-09,4.704667658632614e-09,2.601060425638616e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22700,1.1884805404282754e-09,3.4837985201971573e-10,3.3738621186883384e-10,3.476668764703472e-10,3.4837251741199114e-10,3.439998852964072e-10,3.48071404829937e-10,3.4837985201971573e-10,3.4837985201971573e-10,3.484109417489892e-10,3.4834602272759854e-10,3.4838016924405434e-10,1.862463451459816e-10,3.3738852753777275e-10,3.483801721470996e-10,5.923227604487352e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22710,4.295509156843484e-08,4.595225901176083e-09,4.441922184609429e-09,4.579225504293067e-09,4.595036077083816e-09,4.492283807796405e-09,4.586972138757765e-09,4.595225901176083e-09,4.595225901176083e-09,4.595635983241361e-09,4.594128175588553e-09,4.595230085452208e-09,1.9513066523502883e-09,4.441952671988195e-09,4.595230123744172e-09,2.540555909330124e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22710,1.1608347235407215e-09,3.402760208936466e-10,3.295381090884971e-10,3.395796302110997e-10,3.402688568997563e-10,3.359979386807588e-10,3.3997474864215085e-10,3.402760208936466e-10,3.402760208936466e-10,3.403063874297895e-10,3.4024297852094745e-10,3.4027633073887745e-10,1.819139794245988e-10,3.2954037089154816e-10,3.4027633357439355e-10,5.785444561209291e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22730,1.7063422051734035e-06,2.113134511772414e-07,2.0410469760423863e-07,1.922591411616281e-07,2.1127209140418813e-07,1.4301641515400627e-07,2.1200595646234552e-07,2.113134511772414e-07,2.113134511772414e-07,2.1133062149549485e-07,2.136359281645244e-07,2.1131367973919634e-07,1.0805568824211153e-07,2.041054760277246e-07,2.1131368012599844e-07,1.6527193175570652e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22730,4.611284040339218e-08,1.5647740040264947e-08,1.514215542488041e-08,1.4257277349447374e-08,1.564499425705219e-08,1.0696835450569904e-08,1.571334413608284e-08,1.5647740040264947e-08,1.5647740040264947e-08,1.5649011500623676e-08,1.582196267488181e-08,1.5647756965254974e-08,1.0073680743060188e-08,1.5142213174699737e-08,1.564775699389763e-08,3.763631397305963e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22780,4.613356796186506e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0196303844057514e-30,0.0,0.0,0.0,0.0,0.0,0.0
